productId,description,brand,price,size,inventory,fulfillment
"0005100028797","Campbell's® Homestyle Mexican-Style Chicken Tortilla Soup","Campbell's","2.49","16.1 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100028794","Campbell's Homestyle New England Clam Chowder Soup 16.3 oz Can","Campbell's","2.49","16.3 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100021164","Campbell's Chunky Jazzy Jambalaya Soup 18.6 oz Can","Campbell's","2.99","18.6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119691418","Progresso™ Traditional Chicken and Sausage Gumbo Soup","Progresso","2.99","19 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119611663","Progresso™ Traditional Creamy Chicken & Mushroom With Barley Soup","Progresso","2.99","18.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119691416","Progresso™ Rich and Hearty Chicken Corn Chowder Canned Soup","Progresso","2.99","18.5 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0004119612993","Progresso™ Rich & Hearty Gluten Free Italian Sausage & Potato Canned Soup","Progresso","2.99","18.5 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0004119613608","Old El Paso™ Chicken Tortilla Ready to Serve Canned Soup","Old El Paso","3.99","18.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100018064","Campbell's Homestyle Chicken Noodle Soup 15.4 Oz Microwavable Bowl","Campbell's","2.59","15.4 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100014981","Campbell's® Sipping Soup Creamy Tomato Soup","Campbell's","2.69","11.1 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0081505501001","Snapdragon Chicken Pho Instant Noodle Soup - 2.1 oz","Snapdragon","3.49","2.1 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100013459","Campbell's Chicken Noodle Soup 15.4 Oz Microwavable Bowl","Campbell's","2.59","15.4 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119691068","Progresso™ Vegetable Classics Gluten Free Hearty Tomato Soup","Progresso","2.99","19 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0004119611064","Progresso™ Rich & Hearty Lasagna-Style With Italian Sausage Soup","Progresso","2.99","18.5 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100029234","Campbell's® Chunky® Chili Dog Mac Soup Can","Campbell's","2.99","18.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100028101","Campbell's Chunky Spicy Chicken Noodle Soup 18.6 oz Can","Campbell's","2.99","18.6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100027850","Campbell's Condensed Kids Soup Paw Patrol Awesome Shapes Pasta With Chicken 10.5 oz Can 4 Pack","Campbell's","5.49","4 ct / 10.5 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100029235","Campbell's® Chunky® Spicy Sausage Mac Soup Can","Campbell's","2.99","18.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100027849","Campbell's Condensed Kids Double Noodle Soup 10.5 oz Can 4 Pack","Campbell's","5.49","4 ct / 10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119610187","Progresso™ Traditional Cheese Tortellini in Garden Vegetable Tomato Soup","Progresso","2.99","18.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119613614","Old El Paso™ Chicken Cheese Enchilada-Style Canned Soup","Old El Paso","3.99","18.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119613978","Progresso™ Pitmaster Sausage and Beer Cheese with Potatoes Canned Soup","Progresso","3.99","18 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100023404","Campbell's Chunky Minestrone Soup with Italian Sausage 18.8 Oz Can","Campbell's","2.99","18.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119601111","Progresso Traditional Manhattan Clam Chowder Canned Soup Gluten Free","Progresso","2.99","19 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0004119601032","Progresso Traditional Canned Chickarina Soup","Progresso","2.99","19 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0074747940002","Rao'S® Made For Home® Italian Wedding Soup","Rao's","4.99","16 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074747940003","Rao'S® Made For Home® Tomato Basil Soup","Rao's","4.99","16 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119691157","Progresso™ Gluten Free Vegetable Classics Creamy Mushroom Canned Soup","Progresso","2.99","18 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100000564","Campbell's Chunky Split Pea Soup With Ham 19 Oz Can","Campbell's","2.99","19 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100029028","Campbell's Chunky Cheesy Jalapeno Burger with Bacon Bits Soup","Campbell's","2.99","18.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100029026","Campbell's Chunky Texas-Style BBQ Burger with Natural Smoke Flavor Soup 18.8 oz Can","Campbell's","2.99","18.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100016461","Campbell's® Creamy Tomato Soup","Campbell's","2.59","15.4 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119613307","Progresso™ Italian-Style Bean and Pasta Protein Soup","Progresso","2.99","18.5 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100028208","Campbell's Condensed Kids Chicken and Stars Soup 10.5 oz Can 4 Pack","Campbell's","5.49","4 ct / 10.5 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100029181","Campbell's® Homestyle™ Cheese Tortellini with Italian Sausage Soup","Campbell's","2.49","16.3 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100014880","Campbell's® Chunky® Soup Classic Chicken Noodle Soup","Campbell's","3.49","15.25 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100018002","Campbell's® Condensed Kids Soup Disney® Princess Cool Shapes Pasta","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004133102067","Goya Black Bean Soup","GOYA","2.19","15 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007795869393","Panera® Southwest Style Chicken Soup Cup","Panera Bread","11.99","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119613632","Progresso™ Protein Broccoli Cheese With Brown Rice Canned Soup","Progresso","2.99","18 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007013201098","Juanita's Foods Ready to Serve Chicken Pozole with Red Chile Soup, 25 oz can","Juanita's","5.49","25 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111004500","Simple Truth Organic® Cream of Chicken Condensed Soup","Simple Truth Organic","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007013200400","Juanita’s Foods Ready to Serve Original Menudo Soup, 94 oz Can","Juanita's","16.49","94 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100014878","Campbell's® Chunky® Soup Beef Soup With Country Vegetables","Campbell's","3.49","15.25 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100006007","Campbell's® Condensed Heart Healthy Cream Of Mushroom Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100006569","Campbell's® Condensed Heart Healthy Cream Of Celery Soup","Campbell's","1.99","10.5 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0001111015566","Simple Truth® Protein Roasted Red Pepper and Lentil Meatless Soup","Simple Truth","3.99","24 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074747940020","Rao's® Tuscan Beef Soup","Rao's","4.99","15.5 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100016681","Campbell's® Condensed 25% Less Sodium Cream Of Mushroom Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100015076","Campbell's Sipping Soup Chicken Soup With Star-Shaped Pasta 10.75 oz Microwavable Cup","Campbell's","2.69","10.75 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111014283","Simple Truth® Plant Based Vegetable Lentil Soup","Simple Truth","2.99","18.6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100028629","Campbell's® Chunky® Soup Chili Mac Soup","Campbell's","3.49","15.25 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001118700102","Worthmore Mock Turtle Soup","Worthmore","6.79","19.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001118700101","Worthmore Mock Turtle Soup","Worthmore","3.69","10 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100011551","Campbell's® Condensed 98% Fat Free Cream Of Mushroom Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100014982","Campbell's® Sipping Soup Chicken & Mini Round Noodle Soup","Campbell's","2.69","10.75 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100011553","Campbell's® Condensed 98% Fat Free Cream Of Chicken Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111004499","Simple Truth Organic® Cream of Mushroom Condensed Soup","Simple Truth Organic","1.99","10.5 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100013736","Campbell's Sipping Soup Classic Tomato Soup 11.1 Oz Microwavable Cup","Campbell's","2.69","11.1 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007795869053","Panera Bread Ready-to-Heat Gluten Free Creamy Tomato Soup Cup","Panera Bread","6.99","16 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100027974","Campbell's® Condensed Unsalted Cream Of Chicken Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119611186","Progresso™ Rich & Hearty Three Cheese Tortellini Soup","Progresso","2.99","18.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100029308","Campbell's® Condensed Creamy Chicken & Twists Soup Can","Campbell's","1.99","10.5 oz","HIGH","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0004119613612","Old El Paso™ Mexican Style Chicken and Rice With Corn Canned Soup","Old El Paso","3.99","18.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119613613","Old El Paso™ Jalapeno Chicken Noodle Soup","Old El Paso","3.99","18.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111004523","Kroger® Condensed Cream of Chicken Soup","Kroger","1","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100005977","Campbell's® Condensed Heart Healthy Cream Of Chicken Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100029192","Campbell's® Chunky® Buffalo-Style Chicken Mac Soup","Campbell's","2.99","18.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111004522","Kroger® Low Fat Condensed Cream of Mushroom Soup","Kroger","1","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0076733501101","Dr. McDougall's Gluten Free Split Pea Soup 2.5 oz","Dr. McDougall's","2.99","2.5 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100029068","Campbell's® Chunky® Soup Spicy Nashville-Style Hot Chicken Soup","Campbell's","2.99","18.8 oz","HIGH","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007013200700","Juanita’s Foods Ready to Serve Pork Pozole with Red Chile Soup, 25 oz Can","Juanita's","5.49","25 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074747940001","Rao's® Chicken Gnocchi Soup","Rao's","4.99","16 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100028811","Campbell's Chunky Creamy Chicken Cajun Style Alfredo With Andouille Sausage Soup 18.8 oz Can","Campbell's","2.99","18.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100029307","Campbell's® Cheddar Cheesy Noodles Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100028534","Campbell's® Condensed Gluten Free Cream Of Chicken Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005260327765","Pacific Foods Organic Cream of Mushroom Soup 10.5 oz Can","Pacific Foods","3.29","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100028535","Campbell's® Condensed Gluten Free Cream Of Mushroom Soup","Campbell's","1.99","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005260327764","Pacific Foods Organic Cream of Chicken Soup, 10.5 oz Can","Pacific Foods","3.29","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100028971","Campbell's® Chunky® Soup, Spicy Chicken and Sausage Gumbo, 15.25 oz Microwavable Bowl","Campbell's","3.49","15.25 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100021533","Campbell's Slow Kettle Style Roasted Chicken Noodle Soup With White Meat Chicken 15.5 oz Bowl","Campbell's","4.49","15.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111004518","Kroger® Low Fat Condensed Cream of Chicken Soup","Kroger","1","10.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004119613305","Progresso™ Vegetarian Chickpea & Noodle Soup","Progresso","2.99","18.5 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007795869391","Panera Bread Ready-to-Heat Broccoli Cheddar Soup Cup","Panera Bread","11.99","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074747940017","Rao's® Made For Home® Slow Simmered Lentil Soup","Rao's","4.99","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074747940018","Rao'S® Made For Home® Butternut Squash Soup","Rao's","4.99","16 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100029051","Campbell's Sipping Soup Butternut Squash and Sweet Potato Soup 11.1 oz Microwavable Cup","Campbell's","2.69","11.1 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100028800","Campbell's Homestyle Tomato Basil Soup 16.3 oz Can","Campbell's","2.49","16.3 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100027477","Campbell's Chunky Smoked Turkey with White and Wild Rice Soup 18.6 oz Can","Campbell's","2.99","18.6 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0004100002278","Knorr ® Side Meal Rice And Cheddar Broccoli","Knorr","1.33","5.7 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043028","Rice-A-Roni® Beef Flavored Rice","Rice-A-Roni","1.67","6.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0081620202205","4Sisters® Extra Long Grain Organic White Rice","4Sisters","6.99","32 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042336","BEN'S ORIGINAL Ready Rice Rice Pilaf Flavored Rice, Easy Dinner Side, 8.8 oz Pouch","Ben's Original","2.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042454","Ben's Original Ready Rice Jasmine Family Size Rice, Easy Dinner Side, 17.3 oz Pouch","Ben's Original","4.49","17.3 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111001950","Kroger® 90 Second Jasmine Rice Pouch","Kroger","1.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042334","Ben's Original Ready Rice Whole Grain Brown Rice, Easy Dinner Side, 8.8 oz Pouch","Ben's Original","2.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043024","Rice A Roni Cheddar Broccoli Rice Mix","Rice-A-Roni","1.67","6.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043023","Rice A Roni® Chicken Flavor Rice & Vermicelli","Rice-A-Roni","1.67","6.9 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043980","Rice A Roni Creamy Four Cheese Rice Mix","Rice-A-Roni","1.67","6.4 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042331","Ben's Original Ready Rice Long Grain and Wild Flavored Rice, Easy Dinner Side, 8.8 oz Pouch","Ben's Original","2.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042332","Ben's Original Ready Rice Spanish Style Flavored Rice, Easy Dinner Side, 8.8 oz Pouch","Ben's Original","2.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042330","Ben's Original Ready Rice Roasted Chicken Flavored Rice, Easy Dinner Side, 8.8 oz Pouch","Ben's Original","2.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001115203470","Botan Calrose Rice","Botan","8.99","5 lb","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013822","Kroger® 90 Second Basmati Rice Pouch","Kroger","1.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111084703","Kroger® Long Grain Rice","Kroger","3.79","5 lb","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042339","Ben Rdyrc Jasmine 8.5oz","Ben's Original","2.49","8.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111083733","Kroger® 90 Second Whole Grain Brown Rice","Kroger","1.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042338","Ben's Original Ready Rice Basmati Rice, Easy Dinner Side, 8.5 oz Pouch","Ben's Original","2.49","8.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111089875","Kroger® Enriched Long Grain White Rice","Kroger","1.79","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111089876","Kroger® Enriched Medium Grain Rice","Kroger","1.99","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740011805","Minute® Gluten-Free Instant White Rice","Minute","2.89","14 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740010951","Mahatma Thai Fragrant Jasmine Rice, Uncooked Rice, 80 oz (2.27kg)","Mahatma","7.79","5 lbr","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740010675","Mahatma Gluten-Free Extra Long Grain White Rice","Mahatma","3.19","2 lb","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111084727","Kroger® Instant Enriched White Rice","Kroger","3.19","28 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043078","Rice-A-Roni® Mexican Style Rice","Rice-A-Roni","1.67","6.4 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740010077","Success Boil-in-Bag White Rice, Gluten-Free, Non-GMO, 4 Bags","Success","2.49","14 onz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111083764","Kroger® 90 Second Roasted Chicken Rice","Kroger","1.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740014031","Minute® Ready to Serve Jasmine Rice","Minute","2.19","2 pk / 4.4 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013436","Kroger® Instant Enriched White Rice","Kroger","4.39","42 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740011815","Minute® Gluten-Free Instant White Rice","Minute","6.49","42 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042350","Ben's Original Ready Rice Coconut Jasmine Flavored Rice, Easy Dinner Side, 8.5 oz Pouch","Ben's Original","2.49","8.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015341","Kroger® Jasmine Rice","Kroger","3.69","2 lb","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015343","Kroger® Jasmine Rice","Kroger","7.49","5 lb","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740011810","Minute® Gluten-Free Instant White Rice","Minute","4.99","28 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043048","Rice-A-Roni® Stir Fried Rice","Rice-A-Roni","1.67","6.2 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043047","Rice A Roni Original Long Grain & Wild Rice","Rice-A-Roni","1.67","4.3 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111005930","Kroger® 90 Second Cilantro Lime Rice","Kroger","1.49","8.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740014000","Minute® Gluten Free Ready to Serve White Rice","Minute","2.19","2 pk / 4.4 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111084726","Kroger® Instant Enriched White Rice","Kroger","1.89","14 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004100002266","Knorr ® Side Meal Rice And Sauce Chicken","Knorr","1.33","5.6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004100002263","Knorr ® Side Meal Rice And Sauce Chicken Broccoli","Knorr","1.33","5.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740010932","Mahatma Extra Long Grain White Rice, Uncooked Rice, 80 oz (2.27kg)","Mahatma","6.29","5 lbr","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043059","Rice-A-Roni® Rice Pilaf","Rice-A-Roni","1.67","7.2 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042344","Ben's Original Ready Rice Cilantro Lime Flavored Rice, Easy Dinner Side, 8.5 oz Pouch","Ben's Original","2.49","8.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007107201303","Vigo® Yellow Rice","Vigo","1.79","10 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740010695","Mahatma Thai Fragrant Jasmine Rice, Uncooked Rice, 32 oz (907g)","Mahatma","4.49","2 lbr","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005480042342","Ben's Original Ready Rice Red Beans and Rice, Easy Flavored Rice Dinner Side, 8.5 oz Pouch","Ben's Original","2.49","8.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043053","Rice-A-Roni® Spanish Rice","Rice-A-Roni","1.67","6.8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004100002302","Knorr Mexican Rice Sides","Knorr","1.33","5.4 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740010505","Mahatma Yellow Rice, Spanish Style Rice, Seasoned Rice, 5 oz (142g)","Mahatma","0.99","5 onz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0001740010667","Mahatma Basmati Rice, Long Grain Rice, Uncooked Rice, 32 oz (907g)","Mahatma","4.99","2 lbr","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007341657880","Lundberg Family Farms® Cilantro Lime Rice","Lundberg Family Farms","3.69","8 oz","HIGH","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0085045100800","Ralston Family Farms™ Basmati White Rice","Ralston Family Farms","4.29","24 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0085045100802","Ralston Family Farms™ - Jasmine White Rice","Ralston Family Farms","4.29","24 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530020070","Rice-A-Roni Chicken Rice Mix","Rice-A-Roni","3.99","3 ct / 6.9 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007440161041","RiceSelect Gluten-Free Jasmati White Jasmine Rice","RiceSelect","7.29","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001530043061","Rice-A-Roni® Lower Sodium Chicken Flavor Rice","Rice-A-Roni","1.67","6.9 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0008596800110","Golden Star Thai Hom Mali Jasmine Rice, 10 lbs","Golden Star","18.99","10 lb","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007341604028","Lundberg Family Farms® Regenerative Organic Certified® Jasmine White Rice","Lundberg Family Farms","7.99","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0080717671412","Bibigo Cooked Sticky White Rice","bibigo","3.79","7.41 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007341640204","Lundberg Family Farms® Regenerative Organic Certified® Basmati White Rice","Lundberg Family Farms","7.99","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007440191041","RiceSelect Gluten-Free Arborio Rice","RiceSelect","7.99","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001740022481","Mahatma Red Beans & Rice, Ready to Heat 90 Seconds, 8.8 oz (250g)","Mahatma","2.79","8.8 onz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074840442018","Seeds of Change Organic Quinoa, Brown & Red Rice with Flaxseed, Organic Food, 8.5 oz Pouch","Seeds of Change","2.99","8.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015373","Simple Truth Organic® Basmati Rice","Simple Truth Organic","5.79","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001115228589","Nishiki® Premium Medium Grain Rice","Nishiki","9.99","5 lb","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074840428794","Seeds of Change Organic Quinoa & Brown Rice with Garlic, Organic Food, 8.5 oz Pouch","Seeds of Change","2.99","8.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074840442055","Seeds of Change Organic Jasmine Rice, Organic Food, 8.5 oz Pouch","Seeds of Change","2.99","8.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
