productId,description,brand,price,size,inventory,fulfillment
"0007225001301","Nature's Own Life Keto Multigrain Bread, Net 1 Carb Non-GMO Sliced Multigrain Keto Bread, 16 oz Loaf","Nature's Own","7.99","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013549","Simple Truth Organic® Thin Sliced Multiseed Bread","Simple Truth Organic","3.99","20 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002412601711","Lewis Bake Shop Half Loaf 12 Grain Bread","Lewis Bake Shop","2.79","12 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007341095609","Brownberry Multi Whole Grain Bread","Brownberry","4.99","24 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001410007061","Pepperidge Farm Swirl Cinnamon Breakfast Bread","Pepperidge Farm","4.69","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0089049700096","ACE Bakery® Multigrain Protein Sourdough Bistro Sliced Bread, 22.6 oz, 11 Slices","ACE Bakery","5.99","22.6 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013551","Simple Truth Organic® Thin Sliced Ancient Grain Bread","Simple Truth Organic","3.99","20 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0003967737710","The Cheesecake Factory At Home™ Brown Bread Wheat Sandwich Loaf","The Cheesecake Factory","5.49","18.7 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007222001018","Franz Gluten Free Sourdough Deli Style Bread","Franz","6.49","14 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013237","Private Selection® Artisan Brioche Bread","Private Selection","3.49","20 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013554","Simple Truth Organic® Multiseed Bread","Simple Truth Organic","4.29","26 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100007546","Pepperidge Farm Frozen Garlic Bread","Pepperidge Farm","3.69","10 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005100012767","Pepperidge Farm® Texas Toast Frozen Garlic Bread 8 Slices","Pepperidge Farm","3.99","11.25 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013553","Simple Truth Organic® Seeds and 21 Multigrain Bread","Simple Truth Organic","4.29","26 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002412601700","Lewis Bake Shop Half Loaf Nutty Oat Bread","Lewis Bake Shop","2.79","12 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007045900930","New York Bakery Frozen Garlic Bread Knots","New York Bakery","4.49","6 ct","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007341095616","Brownberry Italian Bread","Brownberry","3.99","22 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0003967737720","The Cheesecake Factory At Home™ Brown Bread Wheat Mini Baguettes","The Cheesecake Factory","5.99","2 ct / 10 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111006745","Bakery Fresh French Bread","Bakery Fresh","2.49","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001410005391","Pepperidge Farm Farmhouse Brioche Bread","Pepperidge Farm","4.69","22 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007016295868","Artesano® Brioche Bread","Artesano","4.99","20 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007016295869","Artesano® Golden Wheat Bread","Artesano","4.99","20 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007882110028","Nickles Italian Pan Bread","Nickles","2.99","20 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007304000405","Beefsteak No Seeds Rye Bread","Beefsteak","4.99","18 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007304000404","Beefsteak Seeded Hearty Rye Bread","Beefsteak","4.99","18 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111008521","Private Selection® Sliced 7 Grain Bread Wide Pan","Private Selection","3.49","24 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007313203112","The Rustik Oven Artisan Style Italian Bread","The Rustik Oven","5.29","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111009054","Kroger® CARBmaster® Multiseed Bread","Kroger","5.99","20 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007225002131","Nature's Own Perfectly Crafted Non-GMO Brioche Style Bread","Nature's Own","4.79","22 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007343500028","King’s Hawaiian® Hawaiian Sweet Sliced Bread","King's Hawaiian","5.49","13.5 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002412601814","Lewis Bake Shop Half Loaf Multiseed Special Recipe Bread","Lewis Bake Shop","2.79","12 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0089049700074","ACE Bakery® Extra Sour Sourdough Bistro Sliced Bread, 21 oz, 12 Slices","ACE Bakery","4.99","21 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111008517","Private Selection® Light Rye Bread Wide Pan","Private Selection","3.49","24 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001410007120","Pepperidge Farm Seeded Jewish Rye Bread","Pepperidge Farm","4.99","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001410007121","Pepperidge Farm Seedless Jewish Rye Bread","Pepperidge Farm","4.99","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111090551","Kroger® Mozzarella Twisted Frozen Bread","Kroger","2.49","11.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111008518","Private Selection® Dark Rye Bread Wide Pan","Private Selection","3.49","24 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007225000903","Nature's Own Life Keto Soft White Burger Buns, Keto Hamburger Buns, Keto Bread Buns","Nature's Own","8.49","8 ct","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001410007009","Pepperidge Farm Jewish Rye and Pumpernickel Swirl Bread","Pepperidge Farm","4.99","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007225001387","Nature's Own Life Protein Plus Wheat Bread, 22g Protein per 2 slices, Non-GMO Keto Friendly, 16 oz","Nature's Own","7.49","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131404978","Aunt Millie's Live Carb Smart Cinnamon Breakfast Bread","Aunt Millie's","5.99","14 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007105200009","Cole's® Original Frozen Garlic Bread Loaf","Cole's","4.29","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111012809","Simple Truth® Gluten Free Honey Oat Sandwich Bread","Simple Truth","6.29","20 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001376402813","Dave's Killer Bread Killer Classic English Muffins Organic English Muffins","Dave's Killer Bread","6.99","6 ct","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131900045","Schwebel's® Authentic Sourdough Heart Baked Bread","Schwebel's","5.69","24 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005172100108","Klosterman Rye Bread","Klosterman","3.49","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007341095672","Brownberry Organic Thin Sliced Seeds & 22 Multigrain Bread","Brownberry","5.79","20 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0005172100109","Klosterman Dark Rye Bread","Klosterman","3.49","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007371125015","S. Rosen's™ Pumpernickel Bread","S. Rosen's","3.99","12 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007371125010","S. Rosen's™ Party Entertainers Caraway Rye Bread","S. Rosen's","3.99","12 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007343500001","King's Hawaiian® Round Sweet Bread","King's Hawaiian","6.99","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0081075701325","Schar Artisan Baker Gluten Free 10 Grains & Seeds Bread","Schar","7.49","14.1 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0081075701324","Schar Gluten Free Artisan Baker Multigrain Bread","Schar","7.49","14.1 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007225001302","Nature's Own Hawaiian, Small Loaf Size, Sliced Hawaiian Bread","Nature's Own","2.99","12 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002412601289","Sun-Maid Raisin Cinnamon Swirl Breakfast Bread","Sun-Maid","3.79","16.0 ounce","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0001111086365","Kroger® Cinnamon Raisin Bread","Kroger","3.19","16 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131404349","Aunt Millie's Half Loaf Seedless Rye Bread","Aunt Millie's","2.49","12 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007131400187","Aunt Millie's Live Light! Potato Bread 20 oz","Aunt Millie's","3.79","20 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0069899781022","Udi's Gluten Free Frozen Delicious Soft White Sandwich Bread","Udi's","8.79","18 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001376402824","Dave's Killer Bread 8 Pack Burger Buns Done Right Organic Buns","Dave's Killer Bread","6.99","8 pk","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001410005486","Pepperidge Farm Swirl Lemon Blueberry Flavored Breakfast Bread","Pepperidge Farm","4.69","14 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007131404348","Aunt Millie's Half Loaf Honey 7 Grains Bread","Aunt Millie's","2.49","12 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001376402823","Dave's Killer Bread Organic 21 Whole Grains and Seeds Hamburger Buns","Dave's Killer Bread","6.99","8 ct / 17.6 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007294595918","Sara Lee Half Loaf Brioche Bread","Sara Lee","2.99","12 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013236","Private Selection® Rustic Potato Bread Thick Cut","Private Selection","3.49","20 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131404350","Aunt Millie's Half Loaf Hearty Oat Bread","Aunt Millie's","2.49","12 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111005145","Bakery Fresh Pumpernickel Rye Bread","Bakery Fresh Goodness","3.99","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001308752355","La Brea Bakery White Sourdough Bread","La Brea Bakery","2.99","1 ct","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131404956","Aunt Millie's Bakehouse Artisan Style Brioche Bread","Aunt Millie's","4.29","20 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007105200025","Cole's® Frozen Garlic Bread Mini Loaf","Cole's","3.19","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131404957","Aunt Millie's Bakehouse Artisan Style Potato Bread","Aunt Millie's","4.29","20 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131404958","Aunt Millie's Bakehouse Artisan Style Honey Crunchy Oat Bread","Aunt Millie's","4.29","20 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002412601745","Lewis Bake Shop Half Loaf Rye Bread","Lewis Bake Shop","2.79","12 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0005100012474","Pepperidge Farm® Frozen 5 Cheese Garlic Bread","Pepperidge Farm","4.79","11.75 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111064915","Private Selection® Cracked Black Pepper Round Bread","Private Selection","","22 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007203096039","Entenmann's Little Bites Chocolate Chip Mini Muffins","Entenmann's Little Bites","5.79","5 ct / 1.5 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111012839","Simple Truth Organic® Sprouted Grain and Legume Bread","Simple Truth Organic","3.79","24 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111011625","Kroger® Gluten Free 7 Grain Bread","Kroger","5.99","18 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0003967707225","Goldminer Sourdough Boule Bread","Goldminer","4.99","24 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0001111063908","Bakery Fresh Everything French Bread","Bakery Fresh","3.49","16 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007882110178","Nickles Country Style Deli Rye Bread","Nickles","3.99","20 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0001376402803","Dave's Killer Bread Epic Everything Bagels, Organic Bagels, 5 Count","Dave's Killer Bread","7.29","16.75 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001376402802","Dave's Killer Bread Cinnamon Raisin Remix Bagels Organic Bagels","Dave's Killer Bread","7.29","5 ct","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001376402801","Dave's Killer Bread Plain Awesome Bagels, Organic Bagels, 5 Count","Dave's Killer Bread","7.29","16.75 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131900044","Schwebel's Rheuben Rye Bread","Schwebel's","5.99","36 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0007131900042","Schwebel's® Hearth Baked Jewish Rye Bread","Schwebel's","4.99","24 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0087037500511","Motor City Pizza Co.® Detroit Style 5 Cheese Bread","Motor City Pizza Co.","9.49","22.43 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0085675000207","Rudi's Gluten Free Sourdough White Bread","Rudi's","7.29","18 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007131410328","Aunt Millie's Seeded Italian Bread","Aunt Millie's","4.29","22 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050526","Kroger® Colby Jack Sliced Cheese","Kroger","3.99","16 slices / 12 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015121","Kroger® Mexican Style Blend Shredded Cheese Family Size","Kroger","7.29","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050204","Kroger® Mexican Style Blend Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004610041106","Sargento® Off the Block 4 State Cheddar® Shredded Cheese","Sargento","3.5","7.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0020613510000","Kroger® Sliced White American Cheese","Kroger","5","12 oz","","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111060726","Private Selection® Muenster Sliced Cheese","Private Selection","5.99","8 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111001798","Kroger® Whole Milk Mozzarella Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111009434","Kroger® Singles American Sliced Cheese","Kroger","2.79","16 slices / 12 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111001390","Simple Truth Organic® Colby Jack Cheese Slices","Simple Truth Organic","3.49","6 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058732","Kroger® Medium Cheddar Block Cheese","Kroger","3.69","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111009435","Kroger® Singles American Sliced Cheese","Kroger","3.49","24 slices / 16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111009437","Kroger® Singles 4 Cheese Blend Sliced Cheese","Kroger","2.79","16 slices / 12 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004610000121","Sargento® Colby-Jack Sliced Cheese","Sargento","3.5","11 slices / 7.5 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058733","Kroger® Sharp Cheddar Block Cheese","Kroger","3.69","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002100002483","Kraft Singles 2% Milk American Sliced Cheese","Kraft","4.29","16 ct","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0084037090157","Kraft Triple Cheddar Finely Shredded Natural Cheese Bag","Kraft","3.79","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058737","Kroger® Colby Jack Block Cheese","Kroger","3.69","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015131","Kroger® Mexican Style Blend Shredded Cheese","Kroger","3.69","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050159","Kroger® Mozzarella Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050158","Kroger® Sharp Cheddar Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050195","Kroger® Parmesan Shredded Cheese","Kroger","2.49","6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058625","Kroger® Mild Cheddar Cheese Block","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058626","Kroger® Medium Cheddar Block Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058624","Kroger® Monterey Jack Block Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002100060464","Kraft Singles American Sliced Cheese","Kraft","4.29","16 ct","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058627","Kroger® Sharp Cheddar Block Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058628","Kroger® Extra Sharp Cheddar Block Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007283001140","Tillamook® Mexican 4 Cheese Shredded Cheese Farmstyle","Tillamook","4.99","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058152","Kroger® Mozzarella String Cheese","Kroger","3.59","12 ct / 1 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058430","Kroger® Pepper Jack Block Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050183","Kroger® Cheddar Jack Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002100061526","Kraft Singles American Sliced Cheese","Kraft","5.49","24 ct","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058678","Kroger® Colby Jack Block Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058755","Kroger® Colby Jack Block Cheese BIG DEAL!","Kroger","7.29","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058718","Kroger® Medium Cheddar Sliced Cheese","Kroger","2.49","8 slices / 6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058716","Kroger® Smoke Flavored Provolone Sliced Cheese","Kroger","2.49","8 slices / 6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013529","Simple Truth Organic® Low Moisture Part Skim Mozzarella Shredded Cheese","Simple Truth Organic","3.49","6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058719","Kroger® Swiss Sliced Cheese","Kroger","2.49","8 slices / 6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013528","Simple Truth Organic® Mexican Style Blend Shredded Cheese","Simple Truth Organic","3.49","6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0002100061161","Velveeta Original Cheese","Velveeta","7.99","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050339","Kroger® Medium Cheddar Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058287","Kroger® Colby Jack Sliced Cheese","Kroger","2.49","8 slices / 6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050174","Kroger® Colby Jack Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004610000113","Sargento® Sharp Cheddar Sliced Cheese","Sargento","3.5","11 slices / 8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058720","Kroger® Pepper Jack Sliced Cheese","Kroger","2.49","8 slices / 6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050170","Kroger® Mild Cheddar Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111009524","Private Selection® Medium Cheddar Sliced Cheese","Private Selection","5.99","8 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0001111058604","Kroger® Sharp Cheddar Block Cheese BIG DEAL!","Kroger","7.29","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111013530","Simple Truth Organic® Sharp White Cheddar Shredded Cheese","Simple Truth Organic","3.49","6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111058608","Kroger® Mozzarella Block Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050205","Kroger® Italian Style Blend Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015120","Kroger® Sharp Cheddar Shredded Cheese Family Size","Kroger","7.29","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004610041103","Sargento® Off the Block Traditional Cut Extra Sharp Cheddar Natural Cheese Shreds","Sargento","3.5","7 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050202","Kroger® Monterey Jack Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004610040010","Sargento® Whole Milk Mozzarella Shredded Cheese","Sargento","3.5","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111010150","Kroger® Mexican Style Blend Shredded Cheese BIG DEAL!","Kroger","13.99","4 lb","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007283001121","Tillamook® Mozzarella Shredded Cheese Farmstyle","Tillamook","4.99","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004610040092","Sargento® Off the Block Fine Cut 4 Cheese Mexican Blend Natural Cheese Shreds","Sargento","3.5","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111001392","Simple Truth Organic® Sharp White Cheddar Sliced Cheese","Simple Truth Organic","3.49","8 slices / 6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111008389","Private Selection® Chef's Blend Sharp Cheddar Gouda Asiago Thick Cut Shredded Cheese","Private Selection","3.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111011881","Kroger® Mozzarella Shredded Cheese BIG DEAL!","Kroger","13.99","4 lb","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0084037090158","Kraft Sharp Cheddar Shredded Cheese Bag","Kraft","3.79","8 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015129","Kroger® Low-Moisture Part Skim Mozzarella Shredded Cheese","Kroger","3.69","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0084037090155","Kraft Colby Jack Finely Shredded Natural Cheese","Kraft","3.79","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111010998","Private Selection® Mexican Style Blend Shredded Cheese","Private Selection","3.49","8 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0084037090156","Kraft Mexican Style Cheddar Jack Finely Shredded Natural Cheese","Kraft","3.79","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111010118","Kroger® Reduced Fat Sharp Cheddar Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015130","Kroger® Mild Cheddar Shredded Cheese","Kroger","3.69","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015132","Kroger® Sharp Cheddar Shredded Cheese","Kroger","3.69","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111015133","Kroger® Colby Jack Shredded Cheese","Kroger","3.69","16 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0074236560710","Horizon Organic American Cheese Slices","Horizon Organic","6.79","8 oz","LOW","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050190","Kroger® Queso Quesadilla Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0084037090128","Kraft Parmesan Finely Shredded Natural Cheese","Kraft","6.29","6 oz","TEMPORARILY_OUT_OF_STOCK","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0074236500772","Horizon Organic Mozzarella String Cheese","Horizon","7.49","8 ct","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0007283001104","Tillamook® Sharp Cheddar Shredded Cheese Farmstyle","Tillamook","4.99","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0064440413705","Queso Campesino® Quesadilla Wheel Cheese","Queso Campesino","8.49","12 oz","","inStore:false; curbside:false; delivery:false; shipToHome:false"
"0001111050540","Simple Truth Organic® Sharp White Cheddar Block Cheese","Simple Truth Organic","3.49","6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0004610040076","Sargento® Off the Block Fine Cut Cheddar-Jack Natural Cheese Shreds","Sargento","3.5","8 oz","TEMPORARILY_OUT_OF_STOCK","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050184","Kroger® Pizza Blend Shredded Cheese","Kroger","2.49","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111050580","Simple Truth Organic® Colby Jack Block Cheese","Simple Truth Organic","3.49","6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111001896","Kroger® Parmesan Shredded Cheese","Kroger","3.79","6 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0001111006544","Kroger® Whole Milk Mozzarella Shredded Cheese BIG DEAL!","Kroger","7.29","32 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
"0084037090136","Kraft Sharp Cheddar Finely Shredded Natural Cheese","Kraft","3.79","8 oz","HIGH","inStore:true; curbside:true; delivery:true; shipToHome:false"
